Datetime,Ticker,Close
2025-02-05 14:30:00,ABNB,129.4949951171875
2025-02-05 14:45:00,ABNB,128.9199981689453
2025-02-05 15:00:00,ABNB,128.57000732421875
2025-02-05 15:15:00,ABNB,129.0941925048828
2025-02-05 15:30:00,ABNB,128.8699951171875
2025-02-05 15:45:00,ABNB,129.11000061035156
2025-02-05 16:00:00,ABNB,129.24000549316406
2025-02-05 16:15:00,ABNB,129.42999267578125
2025-02-05 16:30:00,ABNB,129.5850067138672
2025-02-05 16:45:00,ABNB,129.87010192871094
2025-02-05 17:00:00,ABNB,130.03500366210938
2025-02-05 17:15:00,ABNB,129.67999267578125
2025-02-05 17:30:00,ABNB,129.6999969482422
2025-02-05 17:45:00,ABNB,129.44000244140625
2025-02-05 18:00:00,ABNB,129.47000122070312
2025-02-05 18:15:00,ABNB,129.39500427246094
2025-02-05 18:30:00,ABNB,129.58999633789062
2025-02-05 18:45:00,ABNB,129.66000366210938
2025-02-05 19:00:00,ABNB,129.625
2025-02-05 19:15:00,ABNB,129.55079650878906
2025-02-05 19:30:00,ABNB,129.3699951171875
2025-02-05 19:45:00,ABNB,129.35000610351562
2025-02-05 20:00:00,ABNB,129.2270050048828
2025-02-05 20:15:00,ABNB,129.22999572753906
2025-02-05 20:30:00,ABNB,129.1999969482422
2025-02-05 20:45:00,ABNB,129.5800018310547
2025-02-06 14:30:00,ABNB,132.50999450683594
2025-02-06 14:45:00,ABNB,132.33999633789062
2025-02-06 15:00:00,ABNB,132.72000122070312
2025-02-06 15:15:00,ABNB,132.80499267578125
2025-02-06 15:30:00,ABNB,132.0102996826172
2025-02-06 15:45:00,ABNB,132.38999938964844
2025-02-06 16:00:00,ABNB,132.44740295410156
2025-02-06 16:15:00,ABNB,132.3800048828125
2025-02-06 16:30:00,ABNB,132.10000610351562
2025-02-06 16:45:00,ABNB,131.99000549316406
2025-02-06 17:00:00,ABNB,131.66000366210938
2025-02-06 17:15:00,ABNB,132.17999267578125
2025-02-06 17:30:00,ABNB,131.85000610351562
2025-02-06 17:45:00,ABNB,131.80999755859375
2025-02-06 18:00:00,ABNB,131.69009399414062
2025-02-06 18:15:00,ABNB,131.63999938964844
2025-02-06 18:30:00,ABNB,131.88999938964844
2025-02-06 18:45:00,ABNB,131.8350067138672
2025-02-06 19:00:00,ABNB,131.6300048828125
2025-02-06 19:15:00,ABNB,131.5500030517578
2025-02-06 19:30:00,ABNB,131.58999633789062
2025-02-06 19:45:00,ABNB,131.50999450683594
2025-02-06 20:00:00,ABNB,131.75
2025-02-06 20:15:00,ABNB,132.0500030517578
2025-02-06 20:30:00,ABNB,132.36000061035156
2025-02-06 20:45:00,ABNB,132.57000732421875
2025-02-07 14:30:00,ABNB,138.19000244140625
2025-02-07 14:45:00,ABNB,137.55999755859375
2025-02-07 15:00:00,ABNB,136.36000061035156
2025-02-07 15:15:00,ABNB,136.27310180664062
2025-02-07 15:30:00,ABNB,135.67999267578125
2025-02-07 15:45:00,ABNB,135.6199951171875
2025-02-07 16:00:00,ABNB,135.7899932861328
